0:30	23.68
1:00	23.58
1:30	24.49
2:00	24.25
2:30	23.21
3:00	24.63
3:30	24.55
4:00	24.38
5:00	25.05
5:30	25.49
6:00	25.03
6:30	25.93
7:00	25.56
7:30	25.41
8:00	26.45
8:30	26.27
9:00	27.18
9:30	28.33
10:00	27.92
10:30	28.86
11:00	28.76
11:30	29.4
12:00	28.36
12:30	28.8
13:00	28.19
13:30	29.52
14:00	30.36
14:30	30.87
15:00	31.55
15:30	29.74
16:00	30.43
16:30	30.29
17:00	29.78
17:30	27.89
18:00	28.45
18:30	27.87
19:00	27.58
19:30	26.45
20:00	26.63
20:30	27.55
21:00	26.75
21:30	25.89
22:00	24.25
22:30	23.4
23:00	23.97
23:30	23.7
